reclat,reclong,mass
27.65,4.23333,2
27.65,4.3,2
27.68333,4.33333,2
27.5,3.66667,2
27.46667,3.76667,2
27.6,4.05,2
27.68333,4.35,2
27.51667,3.8,2
27.7,4.3,2
27.5,4.3,2
27.6,4.2,2
27.58333,4,2
27.58333,3.96667,2
27.5,3.76667,2
27.5,3.83333,2
27.76667,4.53333,2
27.55,4.03333,2
27.46667,4.05,2
27.58333,4.08333,2
27.66667,4.08333,2
27.56667,4.08333,2
27.56667,4.08333,2
27.58333,3.85,2
27.56667,4.35,2
27.66667,4.45,2
27.66667,4.28333,2
27.66667,4.28333,2
27.63333,4.08333,2
27.6,4.11667,2
27.58333,4.06667,2
27.58333,4.05,2
27.56667,3.81667,2
27.46667,3.71667,2
27.43333,3.75,2
27.53333,3.95,2
27.55,4.01667,2
27.66667,4.25,2
27.66667,4.23333,2
27.66667,4.23333,2
27.66667,4.21667,2
27.5,3.93333,2
27.46667,3.71667,2
27.75,4.43333,2
27.66667,4.01667,2
27.7,4.35,2
27.53333,4.18333,2
27.56667,4.33333,2
27.51667,4.23333,2
27.51667,4,2
27.6,3.98333,2
27.73333,4.11667,2
27.65,4.25,2
27.66667,4.16667,2
27.65,4.03333,2
27.48333,3.86667,2
27.48333,3.85,2
27.48333,3.85,2
27.48333,3.85,2
27.48333,3.75,2
27.46667,3.75,2
27.6,4.16667,2
27.66667,4.2,2
27.7,4.35,2
27.58333,4.16667,2
27.56667,4.01667,2
27.53333,3.83333,2
27.46667,3.86667,2
27.46667,3.9,2
27.58333,4.11667,2
27.6,4.18333,2
27.7,4.3,2
27.7,4.3,2
27.65,4.2,2
27.56667,3.95,2
27.49944,3.68889,2
27.52472,3.81139,2
27.57694,4.03389,2
27.55583,4.14,2
27.51694,3.79139,2
27.48028,3.85139,2
27.50194,3.92111,2
27.59222,3.91806,2
27.50889,4.60167,2
27.57806,4.36917,2
27.64639,3.98306,2
27.7375,4.32806,2
27.69083,4.37861,2
27.68806,4.37194,2
27.50472,3.88194,2
27.50472,3.88194,2
27.49722,3.87028,2
27.46472,3.78167,2
27.61278,3.71361,2
27.68111,4.30694,2
27.69,4.37861,2
27.64028,4.17056,2
27.59972,4.90361,2
27.59444,3.88583,2
27.54472,3.74306,2
27.52139,3.79139,2
27.52417,3.79694,2
27.5325,3.81361,2
27.54194,3.82778,2
27.54194,3.82778,2
27.63889,3.93444,2
27.64528,3.94389,2
27.68444,3.99389,2
27.66861,4.425,2
27.57389,4.11972,2
27.82611,4.24611,2
27.74056,4.30833,2
27.73472,4.31611,2
27.73944,4.32833,2
27.71722,4.44806,2
27.50111,4.09861,2
27.51889,4.01667,2
27.51056,3.89111,2
27.49167,3.83278,2
27.50361,3.67306,2
27.48444,3.66639,2
27.49833,3.69444,2
27.51583,3.72722,2
27.52111,3.77333,2
27.52472,3.80972,2
27.56389,3.92639,2
27.69222,3.32167,2
27.63611,4.03139,2
27.63556,4.02528,2
27.62167,3.95361,2
27.55139,3.74194,2
27.50972,3.88056,2
27.51111,3.88444,2
27.51361,3.89694,2
27.52222,3.94694,2
27.64611,4.39722,2
27.64611,4.39722,2
27.68528,4.50333,2
27.67056,4.34611,2
27.52444,3.87361,2
27.47556,3.71028,2
27.70917,4.42083,2
27.67,4.49722,2
27.69111,4.3375,2
27.69472,4.30639,2
27.715,4.19278,2
27.72722,4.17056,2
27.51056,3.71306,2
27.51389,3.87528,2
27.51472,3.86556,2
27.51861,3.85722,2
27.56111,4.05556,2
27.57028,4.075,2
27.62194,4.45556,2
27.63389,4.18722,2
27.63361,4.17306,2
27.63972,4.14528,2
27.63917,4.14278,2
27.63861,4.12722,2
27.64278,4.06889,2
27.53528,3.91278,2
27.54222,3.88444,2
27.65444,4.27528,2
27.70056,4.22944,2
27.70611,4.20583,2
27.63139,4.10722,2
27.79472,4.16722,2
27.61667,4.19056,2
27.59139,3.98806,2
27.47417,3.86417,2
27.54528,4.04861,2
27.70806,4.24806,2
27.71861,4.48611,2
27.66583,4.19056,2
27.64972,4.01194,2
27.48333,3.91556,2
27.58278,4,2
27.63361,4.04139,2
27.70917,4.17444,2
27.6825,4.42028,2
27.59028,4.15194,2
27.52722,3.89806,2
27.58694,3.96417,2
27.60222,3.98528,2
27.62361,4.02556,2
27.68722,4.18361,2
27.42889,3.82,2
27.49083,3.89778,2
27.55972,4.01028,2
27.64556,4.20444,2
27.68361,4.25306,2
27.50806,3.84417,2
27.57861,3.96889,2
27.60056,3.99556,2
27.66389,4.09806,2
27.69972,4.18611,2
27.6875,4.245,2
27.59278,4.40139,2
27.55028,3.99806,2
27.55194,3.81611,2
27.46056,3.88806,2
27.5455,4.06117,2
27.55917,4.093,2
27.503,3.8795,2
27.50083,3.86983,2
27.5,3.61667,2
27.5,3.61667,2
27.73333,4.43333,2
27.73333,4.21667,2
27.58333,4.1,2
27.65,4.03333,2
27.58333,4.01667,2
27.73333,4.13333,2
27.56667,4.06667,2
27.65,4.38333,2
27.73333,4.43333,2
27.61667,4.06667,2
27.68333,4.26667,2
27.71667,4.26667,2
27.55,4.2,2
27.58333,4.3,2
27.46667,3.83333,2
27.59056,4.66278,2
27.619722,4.265,2
27.73333,4.19833,2
27.46472,3.81417,2
27.59056,4.66278,2
27.68333,4.3,2
27.97933,4.27817,2
27.84067,4.31433,2
27.672,4.52633,2
27.7,4.13333,2
27.76667,4.01667,2
27.48917,3.89,2
27.5005,3.88233,2
27.58967,3.781,2
27.61233,4.5285,2
27.50083,4.87467,2
27.76667,4.41667,2
27.7,4.48333,2
27.48333,3.76667,2
27.42958,3.87135,2
27.4778,3.70165,2
27.58163,4.29388,2
27.7,4.51667,2
27.60933,3.93567,2
26.60933,3.93567,2
27.68433,4.42917,2
27.68883,4.386,2
27.667,4.64833,2
27.6725,4.35667,2
27.67817,4.46533,2
26.61167,3.887,2
26.62583,3.94433,2
26.60867,4.053,2
27.5085,3.76383,2
27.6395,3.935,2
27.6625,3.97683,2
27.4,3.75,2
27.4114,3.70467,2
27.76667,4.41667,2
27.7,4.45,2
27.63333,3.93333,2
27.36017,3.7,2
27.558,4.015,2
27.61667,3.86667,2
27.504,3.68167,2
27.5025,3.693,2
27.59617,4.172,2
27.51667,3.86667,2
27.58333,4.03333,2
27.51867,3.88033,2
27.50917,3.88767,2
27.512,3.89783,2
27.509,3.89583,2
27.50217,3.86083,2
27.50267,3.8725,2
27.50083,3.86617,2
27.68917,4.44267,2
39.77667,-100.81333,6
32.59033,-101.77217,6
33.63333,-104.26667,6
35.05,-107.56667,6
29.31667,-100.96667,6
36.9,30.68333,8
22.9935,-10.15367,2
39.96667,-103.76667,6
19.83333,51.25,8
-67.18333,142.38333,3
38.7,-96.1,6
28.05,0.16667,2
27.81667,0.13333,2
27.13333,0.2,2
20.5,9,2
19.64008,9.35545,2
18.5,10.4,2
18.61042,10.4941,2
17.67987,10.03503,2
35.15,-102.71667,6
44.86667,95.41667,8
64.88333,-163.16667,6
31.98457,-5.51528,2
30.55,-4.9,2
-28.91667,-66.95,4
-25.5,-68.4,4
26.96667,4.45,2
26.96667,4.4,2
27.36667,4.5,2
27.33333,4.5,2
27.43583,4.63861,2
27.57639,4.52528,2
27.50778,4.60167,2
27.47889,4.19806,2
27.42861,4.12417,2
27.36056,4.94472,2
27.35028,4.2025,2
27.5175,4.19111,2
27.56972,4.52556,2
27.57806,4.3225,2
27.50972,4.16111,2
27.59167,4.31694,2
27.4,4.35,2
30.7,-105.5,6
34.2,-101.5,6
42.6,-99.8,6
28.4625,1.025,2
39.53833,59.55833,8
40.15,-103.16667,6
40.15,-103.16667,6
30.70952,28.9698,8
27.5,-12.5,2
19.42,57.18833,8
19.27167,57.38667,8
19.50695,57.11952,8
19.54482,57.09807,8
19.84057,57.00848,8
19.84067,57.00842,8
19.84128,57.00953,8
19.84203,57.00747,8
19.8423,57.00013,8
19.86785,57.0028,8
19.86607,57.0032,8
19.80252,57.32137,8
19.60308,57.03332,8
19.80252,57.32137,8
19.65675,57.0433,8
19.61287,57.27038,8
19.61612,57.2698,8
19.64073,57.28857,8
19.66453,57.3334,8
19.53112,57.08427,8
19.3421,57.1693,8
19.31468,57.27343,8
19.40518,57.26818,8
19.40772,57.29878,8
19.44533,57.02345,8
19.40412,57.27497,8
19.32092,57.22977,8
19.51053,57.1292,8
19.22597,57.54063,8
19.14025,57.58427,8
19.26795,57.13412,8
19.18798,57.10978,8
22.80487,55.32742,8
22.79853,55.31673,8
22.74862,55.37323,8
22.74733,55.39522,8
22.73342,55.33122,8
22.73743,55.3191,8
22.73393,55.3204,8
22.73797,55.32125,8
22.75747,55.41402,8
22.74868,55.47218,8
22.75978,55.3908,8
22.67752,55.34027,8
22.68423,55.33652,8
22.68598,55.32092,8
22.68922,55.32087,8
22.69813,55.3336,8
22.73852,55.36247,8
40.33333,81.25,8
40.33333,81.25,8
32.9,-105.93333,6
37.46667,-105.86667,6
42.33333,93,8
41.5,-104.1,6
41.41667,-104.1,6
46.83333,-117.25,6
28.83333,-105.86667,6
25.05,-106,6
35.75,-81.25,6
-27.08333,-70.58333,4
19.83333,54.08333,8
19.7,53.96667,8
44.65,-87.46667,6
-23.33333,134.11667,3
67.88333,167.5,8
20.7,52.83333,8
37.86667,-117.4,6
32.306,-108.9038,6
20.6,44.88333,8
-76.71695,158.76862,3
-76.74253,158.84305,3
-76.71128,158.79283,3
-76.70522,158.77838,3
-76.70522,158.77838,3
-76.70558,158.77587,3
-76.70552,158.77583,3
-76.70552,158.77485,3
-76.71215,158.77527,3
-76.71263,158.77862,3
-76.71255,158.7786,3
-76.71733,158.77398,3
-76.74403,159.37238,3
-76.74245,159.37458,3
-76.74245,159.37458,3
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
0,0,2
-76.97691,156.93841,3
-76.88426,156.93086,3
-77.04666,157.24407,3
-76.89661,156.99137,3
-77.05074,157.19834,3
-77.04867,157.18333,3
-77.03788,157.2516,3
-76.97697,156.91541,3
-76.96353,156.9203,3
-77.02778,157.03028,3
-77.03342,157.25235,3
-76.91278,156.97551,3
-76.96674,156.91777,3
-76.97126,156.90291,3
-77.03648,157.23968,3
-76.97442,156.90877,3
-77.03694,157.04639,3
-77.04025,157.2305,3
-77.04408,157.2676,3
-76.9791,156.92267,3
-76.90581,157.00988,3
-77.03722,157.23658,3
-76.98507,156.90009,3
-76.94677,156.92971,3
-77.03811,157.24166,3
-76.98262,156.90998,3
-76.90692,157.0235,3
-76.96966,156.90165,3
-76.96339,156.91969,3
-76.97495,156.91895,3
-77.04237,157.25116,3
-76.88366,156.92815,3
-76.97583,156.94856,3
-76.90256,157.02793,3
-76.88761,156.93792,3
-76.91276,156.97559,3
-76.90694,157.02548,3
-77.02778,157.02833,3
-76.97795,156.92687,3
-77.05047,157.25814,3
-77.04673,157.28252,3
-77.03743,157.23679,3
-76.89166,156.96457,3
-76.92489,156.93821,3
-77.04713,157.28227,3
-76.72109,158.73715,3
-76.71158,158.77453,3
-76.71111,159.42472,3
-76.81849,158.15713,3
-76.74472,159.40472,3
-76.7188,158.77155,3
-76.76806,159.33944,3
-76.69167,159.37306,3
-76.82204,158.20666,3
-76.76991,158.1405,3
-76.69389,159.3875,3
-76.71356,158.77754,3
-76.75889,159.34611,3
-76.82229,158.23233,3
-76.82221,158.21305,3
-76.82256,158.20601,3
-76.82235,158.20609,3
-76.82236,158.24213,3
-76.82229,158.24188,3
-76.81315,158.06767,3
-76.69694,159.39028,3
-76.81791,158.19091,3
-76.82248,158.20557,3
-76.82106,158.21255,3
-76.69139,159.3825,3
-76.82234,158.21493,3
-76.82234,158.215,3
-76.72278,159.36972,3
-76.8243,158.22801,3
-76.69111,159.38444,3
-76.69361,159.39167,3
-76.82214,158.23429,3
-76.69167,159.38472,3
-76.69944,159.39056,3
-76.82228,158.21366,3
-76.69639,159.39556,3
-76.82235,158.21503,3
-76.71769,159.36411,3
-76.69806,159.3975,3
-76.69083,159.37139,3
-76.82236,158.21482,3
-76.81765,158.19001,3
-76.82199,158.21505,3
-76.82133,158.17741,3
-76.82268,158.21812,3
-76.82584,158.22437,3
-76.69917,159.39861,3
-76.69694,159.39695,3
-76.69167,159.38528,3
-76.69389,159.3875,3
-76.71667,159.66667,3
-76.82326,158.21348,3
-76.71838,158.76949,3
-76.82277,158.21888,3
-76.69889,159.39833,3
-76.82197,158.21415,3
-76.69389,159.38945,3
-76.80682,158.03566,3
-76.82193,158.21327,3
-76.74,159.38167,3
-76.71602,158.73123,3
-76.71893,158.771,3
-76.77111,159.2875,3
-76.72038,158.76546,3
-76.71088,158.78134,3
-76.71951,158.76862,3
-76.74194,159.38083,3
-76.81435,158.13615,3
-76.69944,159.12306,3
-76.82202,158.13059,3
-76.69917,159.39861,3
-76.8128,158.11533,3
-76.71424,158.80149,3
-76.77046,158.15787,3
-76.71667,159.66667,3
-76.98533,156.87608,3
-77.04164,157.15458,3
-76.96968,156.9094,3
-76.96391,156.90554,3
-77.04139,157.05861,3
-76.96393,156.90753,3
-76.987,156.87283,3
-77.04639,157.07722,3
-76.92031,156.77355,3
-76.74254,158.82886,3
-76.73217,158.6696,3
-76.73156,158.67942,3
-76.89102,156.89321,3
-76.76228,158.77438,3
-76.87783,158.50193,3
-76.88238,158.57931,3
-76.86569,158.52417,3
-76.88572,158.61378,3
-76.87851,158.61831,3
-76.88304,158.53214,3
-76.8982,158.59203,3
-76.88435,158.67508,3
-76.88495,158.60279,3
-76.88429,158.58777,3
-76.88322,158.662,3
-76.86224,158.51818,3
-76.84714,158.50969,3
-76.86997,158.53785,3
-76.85453,158.50622,3
-76.77022,158.80784,3
-76.89846,158.58451,3
-76.872,158.54311,3
-77.02267,157.02695,3
-76.90111,156.78436,3
-76.77066,158.8921,3
-77.04239,157.07331,3
-77.04114,157.08925,3
-77.03891,157.07356,3
-77.0394,157.07168,3
-76.74378,158.8388,3
-77.03948,157.0721,3
-76.99221,156.97646,3
-76.89532,156.83534,3
-76.97931,156.96098,3
-76.88906,157.05112,3
-76.89316,156.95714,3
-77.0397,157.0719,3
-76.99528,156.97546,3
-77.04288,157.07299,3
-77.03954,157.07239,3
-77.04295,157.07145,3
-77.03943,157.07162,3
-76.97908,156.96165,3
-77.03953,157.07168,3
-77.03936,157.07256,3
-77.03955,157.07117,3
-77.01641,156.97949,3
-77.03939,157.07174,3
-76.95067,156.93497,3
-77.02037,157.00819,3
-76.7406,158.81318,3
-76.72944,158.74157,3
-76.71667,159.66667,3
-76.83592,158.25518,3
-77.02175,156.99984,3
-76.76988,158.80378,3
-76.89371,156.98032,3
-76.99289,156.95507,3
-76.92062,156.8752,3
-76.98268,156.9338,3
-76.91491,156.9387,3
-76.89909,156.83414,3
-76.72597,158.64803,3
-76.72477,158.71596,3
-76.92766,156.94055,3
-76.75137,158.84018,3
-76.90824,156.8802,3
-76.71667,159.66667,3
-76.83571,158.26384,3
-76.91608,156.97014,3
-77.02126,156.98388,3
-76.72144,158.76413,3
-76.99148,156.96855,3
-76.96265,156.92887,3
-77.0238,157.01072,3
-76.90892,156.87924,3
-76.89722,156.8853,3
-76.92365,156.95124,3
-76.89074,157.05899,3
-76.76679,158.79649,3
-76.89684,156.88501,3
-76.72553,158.71679,3
-77.04172,157.02258,3
-76.90892,156.8798,3
-76.90225,156.92287,3
-76.90637,156.96454,3
-76.82607,158.22142,3
-77.03872,157.21351,3
-76.89987,156.97472,3
-76.86669,158.52076,3
-76.87818,157.00095,3
-76.93506,156.91791,3
-76.83027,158.31856,3
-76.91001,156.72089,3
-76.87519,156.98999,3
-76.87679,156.99721,3
-76.74282,158.83369,3
-76.71667,159.66667,3
-76.91024,156.79453,3
-76.75705,158.76999,3
-77.01648,156.97919,3
-76.75498,158.76252,3
-76.88744,156.93344,3
-77.04441,157.14714,3
-76.90198,156.76583,3
-76.75371,158.76659,3
-76.75568,158.76154,3
-76.74202,159.28689,3
-76.90657,156.81312,3
-76.74688,158.8072,3
-76.9768,156.91717,3
-77.04366,157.09028,3
-76.82442,158.38274,3
-76.9095,156.69457,3
-76.72107,159.35988,3
-76.90169,156.78514,3
-76.90505,156.94032,3
-76.72513,158.7146,3
-76.67555,159.30823,3
-76.74281,158.83348,3
-76.72475,158.7157,3
-76.73658,158.8256,3
-76.89442,156.85552,3
-76.70706,158.73423,3
-76.71094,158.74709,3
-76.91616,156.82442,3
-76.71597,159.36685,3
-76.72553,158.71352,3
-77.01706,156.96282,3
-76.90232,156.83867,3
-76.90037,156.77608,3
-76.97272,156.90759,3
-77.03962,157.14771,3
-76.72618,158.71187,3
-76.71035,158.78026,3
-76.7528,158.76289,3
-77.0238,156.99656,3
-76.90681,156.84795,3
-77.01141,156.94615,3
-76.75194,158.80602,3
-76.96327,156.92228,3
-76.95195,156.91759,3
-76.70911,158.73826,3
-76.91719,156.88659,3
-76.72522,158.71588,3
-76.71033,158.78075,3
-77.02435,156.97828,3
-76.75323,158.76609,3
-76.98859,156.96088,3
-76.97272,156.90759,3
-76.90682,156.71998,3
-76.90557,156.85267,3
-76.68787,159.35846,3
-76.87213,156.98764,3
-76.89695,156.9656,3
-76.72351,158.70345,3
-76.92288,156.81638,3
-76.71086,158.72872,3
-76.71427,158.77844,3
-76.89216,157.07175,3
-76.82065,158.25808,3
-76.72679,159.15597,3
-76.70446,159.38647,3
-76.69004,159.35472,3
-76.71881,158.65853,3
-76.7478,158.84629,3
-76.75606,158.78074,3
-76.98612,156.87504,3
-76.75732,158.9042,3
-76.82169,158.21104,3
-76.7285,159.26298,3
-76.95201,156.93536,3
-76.69029,159.38336,3
-76.71105,158.74719,3
-76.80065,158.12891,3
-77.05109,157.06566,3
-76.69406,159.35644,3
-76.75729,158.90418,3
-76.99829,156.93829,3
-76.68431,159.3422,3
-76.74662,158.85187,3
-76.82192,158.24979,3
-76.65807,159.32555,3
-76.71976,158.68913,3
-76.75272,158.76745,3
-76.71444,158.70131,3
-76.68361,159.33783,3
-76.82219,158.32775,3
-76.68029,159.34296,3
-76.90674,156.82425,3
-76.72364,159.41487,3
-76.69848,159.39858,3
-76.67941,159.34173,3
-76.75722,158.90399,3
-76.80287,158.16296,3
-76.95666,156.90066,3
-76.75725,158.78341,3
-76.7574,158.90775,3
-76.71905,158.76475,3
-76.81428,158.14376,3
-76.89116,156.89215,3
-76.89031,156.99504,3
-76.75149,158.76535,3
-76.95208,156.93724,3
-76.96206,156.93099,3
-76.69843,159.39841,3
-76.77051,158.81479,3
-76.90272,156.85108,3
-76.76216,158.79286,3
-76.67544,159.30823,3
-76.88141,158.58062,3
-76.67946,159.34206,3
-76.8209,158.25076,3
-77.0203,156.91357,3
-77.01978,156.91549,3
-77.00107,156.91147,3
-76.75646,158.91429,3
-76.88861,157.03,3
-76.67395,159.32548,3
-77.02619,156.91944,3
-76.69405,159.38838,3
-76.65827,159.32682,3
-76.67709,159.30462,3
-76.71175,158.78789,3
-76.6836,159.34932,3
-76.73228,158.81663,3
-76.75647,158.91425,3
-76.9028,156.95373,3
-76.71074,158.74629,3
-76.7119,158.72942,3
-76.95262,156.9376,3
-76.75174,158.76483,3
-76.70984,159.3266,3
-76.69863,159.39845,3
-76.80207,158.15703,3
-76.68787,159.35847,3
-76.76681,158.7999,3
-76.97482,156.92322,3
-76.80333,158.16446,3
-76.71667,159.66667,3
-76.90362,157.00926,3
-76.96351,156.93272,3
-76.86689,158.52155,3
-76.90913,156.99222,3
-76.69255,159.39066,3
-76.98428,156.87774,3
-76.75691,158.91155,3
-76.95501,156.93549,3
-76.89871,156.79221,3
-76.96688,156.92161,3
-76.99141,156.97536,3
-76.9522,156.93703,3
-76.7065,158.7323,3
-76.96217,156.93101,3
-76.9061,156.8297,3
-76.7137,158.78281,3
-76.73253,159.18976,3
-76.90584,156.83258,3
-76.72034,158.68736,3
-76.75813,158.92426,3
-77.05037,157.19686,3
-76.8389,156.45213,3
-76.91661,156.53194,3
-76.90286,156.86987,3
-77.035,157.18083,3
-76.9776,156.9358,3
-76.85224,156.31748,3
-76.90541,156.88223,3
-76.83662,156.14151,3
-76.83697,156.14036,3
-76.83631,156.14247,3
-76.82728,156.16645,3
-77.035,157.18333,3
-76.89057,156.46268,3
-76.91791,156.70947,3
-76.90892,156.52294,3
-76.99984,156.95922,3
-76.9033,156.75663,3
-76.88268,156.49194,3
-76.91508,156.53178,3
-76.90701,156.78603,3
-76.85498,156.46606,3
-76.84391,156.36709,3
-76.83755,156.41507,3
-76.84525,156.43343,3
-76.85539,156.47991,3
-76.85858,156.26751,3
-76.91433,156.63032,3
-76.84829,156.43594,3
-76.83961,156.40872,3
-76.88918,156.51355,3
-76.89914,156.5252,3
-76.86321,156.43632,3
-76.86198,156.43418,3
-76.92308,156.58744,3
-76.73732,159.39194,3
-76.83831,156.33386,3
-76.75225,159.38956,3
-76.82632,156.13873,3
-76.90414,156.68119,3
-76.81776,156.03075,3
-76.70547,159.38484,3
-76.90211,156.8671,3
-76.91425,156.5072,3
-76.70541,159.38493,3
-76.85985,156.43234,3
-76.90369,156.87059,3
-76.86304,156.51124,3
-76.75243,159.38912,3
-76.87975,156.49207,3
-76.87869,156.49742,3
-76.83928,156.46772,3
-76.82352,156.13328,3
-76.90146,156.70958,3
-76.84514,156.45805,3
-76.90372,156.75302,3
-76.84703,156.32009,3
-76.8422,156.44009,3
-76.91077,156.6584,3
-76.90145,156.68738,3
-76.84005,156.22913,3
-76.84217,156.39145,3
-76.84511,156.20617,3
-76.86188,156.50066,3
-76.84218,156.39302,3
-76.83619,156.44564,3
-76.91131,156.5405,3
-76.67948,159.34227,3
-76.68239,159.3454,3
-76.8404,156.42909,3
-76.83832,156.33708,3
-76.9025,156.72098,3
-76.89064,156.53174,3
-76.91335,156.66997,3
-76.90183,156.70375,3
-76.90442,156.69078,3
-76.68699,159.34667,3
-76.84301,156.48181,3
-76.91079,156.53846,3
-76.91622,156.55717,3
-76.89823,156.48377,3
-76.92089,156.62782,3
-76.90259,156.68577,3
-76.90317,156.67366,3
-76.82813,156.11587,3
-76.84838,156.42015,3
-76.85056,156.31035,3
-76.90266,156.72064,3
-76.68045,159.34413,3
-76.91511,156.64643,3
-76.8994,156.81605,3
-76.85437,156.22563,3
-76.85415,156.43673,3
-76.91071,156.53156,3
-76.69828,159.3885,3
-76.84001,156.18101,3
-76.84357,156.24042,3
-76.91725,156.51686,3
-76.85055,156.2912,3
-76.83955,156.19667,3
-76.8527,156.20849,3
-76.86028,156.43726,3
-76.84062,156.3701,3
-76.91572,156.67262,3
-76.84577,156.43552,3
-76.92345,156.54071,3
-76.91052,156.53479,3
-76.90675,156.66508,3
-76.8502,156.3107,3
-76.70592,159.39232,3
-76.71667,159.66667,3
-76.90198,156.67686,3
-76.85329,156.30473,3
-76.91857,156.58304,3
-76.83682,156.45274,3
-76.90892,156.52294,3
-76.90129,156.71473,3
-76.71561,159.37424,3
-76.83338,156.17453,3
-76.84749,156.32356,3
-76.84468,156.42927,3
-76.71667,159.66667,3
-76.75241,159.38914,3
-76.91188,156.65122,3
-76.88684,156.52579,3
-76.86039,156.50627,3
-76.9892,156.93936,3
-76.84996,156.31083,3
-76.90519,156.75363,3
-76.82138,156.03642,3
-76.85114,156.29878,3
-76.85107,156.29756,3
-77.04626,157.09876,3
-76.90304,156.70502,3
-76.84277,156.40228,3
-76.85471,156.47724,3
-76.83509,156.36197,3
-76.83523,156.44748,3
-76.90705,156.66818,3
-76.90833,156.96202,3
-76.83541,156.44315,3
-76.83635,156.34682,3
-76.84689,156.32119,3
-76.69837,159.38364,3
-76.91533,156.98908,3
-76.83877,156.16673,3
-76.90149,156.70939,3
-76.89556,156.47672,3
-76.83519,156.37561,3
-76.91421,156.53947,3
-76.71667,159.66667,3
-76.84284,156.47912,3
-76.67951,159.34254,3
-76.8302,156.07011,3
-76.84811,156.43685,3
-76.83646,156.45113,3
-76.89897,156.49871,3
-76.87787,156.49901,3
-76.856,156.32705,3
-76.69517,159.36667,3
-76.71667,159.66667,3
-76.72584,159.40905,3
-76.72947,159.41326,3
-76.70619,159.3658,3
-76.70806,159.30975,3
-76.70562,159.39189,3
-76.73104,159.41678,3
-76.73058,159.41622,3
-76.73102,159.41686,3
-76.73103,159.41682,3
-76.72907,159.41208,3
-76.72951,159.41482,3
-76.75009,159.34471,3
-76.70624,159.3175,3
-76.76492,159.43019,3
-76.73942,159.38213,3
-76.70388,159.35405,3
-76.74904,159.2888,3
-76.71667,159.66667,3
-76.69222,159.29576,3
-76.72211,158.69336,3
-76.70741,159.32372,3
-76.72991,158.75414,3
-76.71667,159.66667,3
-76.73304,158.75694,3
-76.72606,158.77571,3
-76.69325,159.34809,3
-76.69227,159.32884,3
-76.72213,158.71676,3
-76.72395,158.74208,3
-76.72243,158.7182,3
-76.69166,159.31404,3
-76.73142,158.72211,3
-76.68229,159.33794,3
-76.69239,159.33052,3
-76.68388,159.26182,3
-76.69307,159.29598,3
-76.72723,159.40941,3
-76.68984,159.35622,3
-76.71493,159.36729,3
-76.72729,159.37476,3
-76.68052,159.32914,3
-76.68225,159.31149,3
-76.7264,158.76884,3
-76.69101,159.32006,3
-76.69948,159.30986,3
-76.69152,159.31626,3
-76.69222,159.29576,3
-76.69222,159.29576,3
-76.72653,159.37696,3
-76.72683,158.71811,3
-76.69395,159.29327,3
-76.72018,159.4026,3
-76.70119,159.31068,3
-76.68219,159.31165,3
-76.7248,159.35382,3
-76.723,158.74015,3
-76.69471,159.28726,3
-76.72481,158.70501,3
-76.68127,159.34557,3
-76.69471,159.28726,3
-76.72216,158.73966,3
-76.68656,159.34901,3
-76.70495,159.09493,3
-76.71162,159.15043,3
-76.70061,159.30934,3
-76.68947,159.3436,3
-76.7003,159.30852,3
-76.68948,159.33485,3
-76.69005,159.38471,3
-76.70593,159.15664,3
-76.72056,159.40262,3
-76.71543,159.36496,3
-76.69458,159.28725,3
-76.72006,159.40151,3
-76.69458,159.28725,3
-76.69255,159.30145,3
-76.68156,159.31,3
-76.73086,158.70316,3
-76.68252,159.34506,3
-76.70534,159.36925,3
-76.69154,159.29707,3
-76.69016,159.38525,3
-76.72146,158.71186,3
-76.68219,159.31165,3
-76.71667,159.33333,3
-76.71667,159.33333,3
-76.71667,159.33333,3
